182&00&$+$& 26.7&208&00&$+$& 35.5&234&00&$+$& 37.1&260&00&$+$& 31.3&286&00&$+$& 19.1&312&00&$+$&  3.0&338&00&$-$& 13.7\\
182&30&$+$& 26.9&208&30&$+$& 35.6&234&30&$+$& 37.1&260&30&$+$& 31.1&286&30&$+$& 18.8&312&30&$+$&  2.7&338&30&$-$& 14.0\\
183&00&$+$& 27.1&209&00&$+$& 35.7&235&00&$+$& 37.0&261&00&$+$& 30.9&287&00&$+$& 18.5&313&00&$+$&  2.4&339&00&$-$& 14.3\\
183&30&$+$& 27.3&209&30&$+$& 35.8&235&30&$+$& 37.0&261&30&$+$& 30.7&287&30&$+$& 18.2&313&30&$+$&  2.0&339&30&$-$& 14.6\\
184&00&$+$& 27.6&210&00&$+$& 35.9&236&00&$+$& 36.9&262&00&$+$& 30.5&288&00&$+$& 17.9&314&00&$+$&  1.7&340&00&$-$& 14.9\\
184&30&$+$& 27.8&210&30&$+$& 36.0&236&30&$+$& 36.9&262&30&$+$& 30.3&288&30&$+$& 17.6&314&30&$+$&  1.4&340&30&$-$& 15.2\\[1ex]
185&00&$+$& 28.0&211&00&$+$& 36.1&237&00&$+$& 36.8&263&00&$+$& 30.1&289&00&$+$& 17.4&315&00&$+$&  1.1&341&00&$-$& 15.5\\
185&30&$+$& 28.2&211&30&$+$& 36.1&237&30&$+$& 36.8&263&30&$+$& 30.0&289&30&$+$& 17.1&315&30&$+$&  0.7&341&30&$-$& 15.8\\
186&00&$+$& 28.4&212&00&$+$& 36.2&238&00&$+$& 36.7&264&00&$+$& 29.8&290&00&$+$& 16.8&316&00&$+$&  0.4&342&00&$-$& 16.1\\
186&30&$+$& 28.6&212&30&$+$& 36.3&238&30&$+$& 36.6&264&30&$+$& 29.6&290&30&$+$& 16.5&316&30&$+$&  0.1&342&30&$-$& 16.3\\
187&00&$+$& 28.8&213&00&$+$& 36.4&239&00&$+$& 36.6&265&00&$+$& 29.4&291&00&$+$& 16.2&317&00&$-$&  0.3&343&00&$-$& 16.6\\
187&30&$+$& 29.1&213&30&$+$& 36.5&239&30&$+$& 36.5&265&30&$+$& 29.1&291&30&$+$& 15.9&317&30&$-$&  0.6&343&30&$-$& 16.9\\[1ex]
188&00&$+$& 29.3&214&00&$+$& 36.5&240&00&$+$& 36.4&266&00&$+$& 28.9&292&00&$+$& 15.6&318&00&$-$&  0.9&344&00&$-$& 17.2\\
188&30&$+$& 29.5&214&30&$+$& 36.6&240&30&$+$& 36.4&266&30&$+$& 28.7&292&30&$+$& 15.3&318&30&$-$&  1.2&344&30&$-$& 17.5\\
189&00&$+$& 29.7&215&00&$+$& 36.7&241&00&$+$& 36.3&267&00&$+$& 28.5&293&00&$+$& 15.0&319&00&$-$&  1.6&345&00&$-$& 17.8\\
189&30&$+$& 29.9&215&30&$+$& 36.7&241&30&$+$& 36.2&267&30&$+$& 28.3&293&30&$+$& 14.7&319&30&$-$&  1.9&345&30&$-$& 18.1\\
190&00&$+$& 30.1&216&00&$+$& 36.8&242&00&$+$& 36.1&268&00&$+$& 28.1&294&00&$+$& 14.4&320&00&$-$&  2.2&346&00&$-$& 18.4\\
190&30&$+$& 30.2&216&30&$+$& 36.9&242&30&$+$& 36.0&268&30&$+$& 27.9&294&30&$+$& 14.1&320&30&$-$&  2.5&346&30&$-$& 18.7\\[1ex]
191&00&$+$& 30.4&217&00&$+$& 36.9&243&00&$+$& 35.9&269&00&$+$& 27.7&295&00&$+$& 13.8&321&00&$-$&  2.9&347&00&$-$& 18.9\\
191&30&$+$& 30.6&217&30&$+$& 37.0&243&30&$+$& 35.8&269&30&$+$& 27.4&295&30&$+$& 13.5&321&30&$-$&  3.2&347&30&$-$& 19.2\\
192&00&$+$& 30.8&218&00&$+$& 37.0&244&00&$+$& 35.7&270&00&$+$& 27.2&296&00&$+$& 13.2&322&00&$-$&  3.5&348&00&$-$& 19.5\\
192&30&$+$& 31.0&218&30&$+$& 37.1&244&30&$+$& 35.6&270&30&$+$& 27.0&296&30&$+$& 12.9&322&30&$-$&  3.8&348&30&$-$& 19.8\\
193&00&$+$& 31.2&219&00&$+$& 37.1&245&00&$+$& 35.5&271&00&$+$& 26.8&297&00&$+$& 12.6&323&00&$-$&  4.2&349&00&$-$& 20.1\\
193&30&$+$& 31.4&219&30&$+$& 37.2&245&30&$+$& 35.4&271&30&$+$& 26.5&297&30&$+$& 12.3&323&30&$-$&  4.5&349&30&$-$& 20.3\\[1ex]
194&00&$+$& 31.5&220&00&$+$& 37.2&246&00&$+$& 35.3&272&00&$+$& 26.3&298&00&$+$& 12.0&324&00&$-$&  4.8&350&00&$-$& 20.6\\
194&30&$+$& 31.7&220&30&$+$& 37.2&246&30&$+$& 35.2&272&30&$+$& 26.1&298&30&$+$& 11.6&324&30&$-$&  5.1&350&30&$-$& 20.9\\
195&00&$+$& 31.9&221&00&$+$& 37.3&247&00&$+$& 35.1&273&00&$+$& 25.8&299&00&$+$& 11.3&325&00&$-$&  5.5&351&00&$-$& 21.1\\
195&30&$+$& 32.1&221&30&$+$& 37.3&247&30&$+$& 35.0&273&30&$+$& 25.6&299&30&$+$& 11.0&325&30&$-$&  5.8&351&30&$-$& 21.4\\
196&00&$+$& 32.2&222&00&$+$& 37.3&248&00&$+$& 34.9&274&00&$+$& 25.4&300&00&$+$& 10.7&326&00&$-$&  6.1&352&00&$-$& 21.7\\
196&30&$+$& 32.4&222&30&$+$& 37.3&248&30&$+$& 34.7&274&30&$+$& 25.1&300&30&$+$& 10.4&326&30&$-$&  6.4&352&30&$-$& 21.9\\[1ex]
197&00&$+$& 32.6&223&00&$+$& 37.4&249&00&$+$& 34.6&275&00&$+$& 24.9&301&00&$+$& 10.1&327&00&$-$&  6.7&353&00&$-$& 22.2\\
197&30&$+$& 32.7&223&30&$+$& 37.4&249&30&$+$& 34.5&275&30&$+$& 24.6&301&30&$+$&  9.8&327&30&$-$&  7.1&353&30&$-$& 22.5\\
198&00&$+$& 32.9&224&00&$+$& 37.4&250&00&$+$& 34.4&276&00&$+$& 24.4&302&00&$+$&  9.4&328&00&$-$&  7.4&354&00&$-$& 22.7\\
198&30&$+$& 33.0&224&30&$+$& 37.4&250&30&$+$& 34.2&276&30&$+$& 24.1&302&30&$+$&  9.1&328&30&$-$&  7.7&354&30&$-$& 23.0\\
199&00&$+$& 33.2&225&00&$+$& 37.4&251&00&$+$& 34.1&277&00&$+$& 23.9&303&00&$+$&  8.8&329&00&$-$&  8.0&355&00&$-$& 23.3\\
