  0&00&$-$& 26.5& 26&00&$-$& 35.7& 52&00&$-$& 37.7& 78&00&$-$& 32.1&104&00&$-$& 20.0&130&00&$-$&  3.8&156&00&$+$& 13.1\\
  0&30&$-$& 26.7& 26&30&$-$& 35.8& 52&30&$-$& 37.7& 78&30&$-$& 31.9&104&30&$-$& 19.7&130&30&$-$&  3.5&156&30&$+$& 13.4\\
  1&00&$-$& 26.9& 27&00&$-$& 35.9& 53&00&$-$& 37.6& 79&00&$-$& 31.7&105&00&$-$& 19.4&131&00&$-$&  3.1&157&00&$+$& 13.7\\
  1&30&$-$& 27.2& 27&30&$-$& 36.0& 53&30&$-$& 37.6& 79&30&$-$& 31.6&105&30&$-$& 19.1&131&30&$-$&  2.8&157&30&$+$& 14.1\\
  2&00&$-$& 27.4& 28&00&$-$& 36.1& 54&00&$-$& 37.6& 80&00&$-$& 31.4&106&00&$-$& 18.8&132&00&$-$&  2.5&158&00&$+$& 14.4\\
  2&30&$-$& 27.6& 28&30&$-$& 36.2& 54&30&$-$& 37.5& 80&30&$-$& 31.2&106&30&$-$& 18.5&132&30&$-$&  2.2&158&30&$+$& 14.7\\[1ex]
  3&00&$-$& 27.9& 29&00&$-$& 36.3& 55&00&$-$& 37.5& 81&00&$-$& 31.0&107&00&$-$& 18.3&133&00&$-$&  1.8&159&00&$+$& 15.0\\
  3&30&$-$& 28.1& 29&30&$-$& 36.4& 55&30&$-$& 37.4& 81&30&$-$& 30.8&107&30&$-$& 18.0&133&30&$-$&  1.5&159&30&$+$& 15.3\\
  4&00&$-$& 28.3& 30&00&$-$& 36.5& 56&00&$-$& 37.3& 82&00&$-$& 30.6&108&00&$-$& 17.7&134&00&$-$&  1.2&160&00&$+$& 15.6\\
  4&30&$-$& 28.5& 30&30&$-$& 36.6& 56&30&$-$& 37.3& 82&30&$-$& 30.4&108&30&$-$& 17.4&134&30&$-$&  0.8&160&30&$+$& 15.9\\
  5&00&$-$& 28.7& 31&00&$-$& 36.7& 57&00&$-$& 37.2& 83&00&$-$& 30.2&109&00&$-$& 17.1&135&00&$-$&  0.5&161&00&$+$& 16.2\\
